pupil,school,extrav,gender,ses,popular,extrav_c,ses_c,gender_c
13,77,7,0,3,3.9,1.785,-11.263,-0.5
14,77,7,0,3,3.8,1.785,-11.263,-0.5
15,77,5,0,3,2.5,-0.215,-11.263,-0.5
16,77,6,0,3,3.2,0.785,-11.263,-0.5
17,77,6,1,3,4.3,0.785,-11.263,0.5
18,77,7,1,3,6.7,1.785,-11.263,0.5
19,77,7,0,3,4.5,1.785,-11.263,-0.5
1,78,5,0,23,3.7,-0.215,8.737,-0.5
2,78,6,1,23,5.4,0.785,8.737,0.5
3,78,4,1,23,5.6,-1.215,8.737,0.5
4,78,7,0,23,5.6,1.785,8.737,-0.5
5,78,5,0,23,3.8,-0.215,8.737,-0.5
6,78,5,1,23,6.4,-0.215,8.737,0.5
7,78,6,0,23,4.4,0.785,8.737,-0.5
8,78,6,1,23,7.1,0.785,8.737,0.5
9,78,5,0,23,4.1,-0.215,8.737,-0.5
10,78,3,0,23,3.9,-2.215,8.737,-0.5
11,78,4,0,23,3.9,-1.215,8.737,-0.5
12,78,6,0,23,5.3,0.785,8.737,-0.5
13,78,3,1,23,5.2,-2.215,8.737,0.5
14,78,7,1,23,5.4,1.785,8.737,0.5
15,78,6,0,23,5.3,0.785,8.737,-0.5
16,78,4,0,23,3.7,-1.215,8.737,-0.5
17,78,3,1,23,4.9,-2.215,8.737,0.5
18,78,7,1,23,6,1.785,8.737,0.5
1,79,6,1,15,6.7,0.785,0.737,0.5
2,79,6,0,15,5,0.785,0.737,-0.5
3,79,6,0,15,4,0.785,0.737,-0.5
4,79,4,0,15,4.7,-1.215,0.737,-0.5
5,79,7,1,15,7.4,1.785,0.737,0.5
6,79,4,0,15,4,-1.215,0.737,-0.5
7,79,5,0,15,3.5,-0.215,0.737,-0.5
8,79,5,0,15,4.9,-0.215,0.737,-0.5
9,79,3,0,15,3.2,-2.215,0.737,-0.5
10,79,5,1,15,6.3,-0.215,0.737,0.5
11,79,6,1,15,6.6,0.785,0.737,0.5
12,79,6,1,15,5.5,0.785,0.737,0.5
13,79,5,1,15,5.9,-0.215,0.737,0.5
14,79,5,0,15,4.8,-0.215,0.737,-0.5
15,79,6,1,15,7.4,0.785,0.737,0.5
16,79,4,0,15,4.2,-1.215,0.737,-0.5
17,79,5,0,15,5.5,-0.215,0.737,-0.5
18,79,6,0,15,5.9,0.785,0.737,-0.5
19,79,5,0,15,4,-0.215,0.737,-0.5
20,79,6,0,15,4.3,0.785,0.737,-0.5
1,80,4,0,23,4.2,-1.215,8.737,-0.5
2,80,4,1,23,5.2,-1.215,8.737,0.5
3,80,4,0,23,2.7,-1.215,8.737,-0.5
4,80,5,1,23,5.8,-0.215,8.737,0.5
5,80,5,0,23,4.7,-0.215,8.737,-0.5
6,80,6,0,23,2,0.785,8.737,-0.5
7,80,4,0,23,4.5,-1.215,8.737,-0.5
8,80,4,1,23,5.4,-1.215,8.737,0.5
9,80,6,1,23,5.4,0.785,8.737,0.5
10,80,5,0,23,3.5,-0.215,8.737,-0.5
11,80,6,0,23,5.3,0.785,8.737,-0.5
12,80,5,0,23,2.8,-0.215,8.737,-0.5
13,80,5,1,23,5.3,-0.215,8.737,0.5
14,80,5,1,23,4.6,-0.215,8.737,0.5
15,80,6,0,23,3.8,0.785,8.737,-0.5
16,80,5,0,23,3.6,-0.215,8.737,-0.5
17,80,2,0,23,3.7,-3.215,8.737,-0.5
18,80,4,1,23,4.6,-1.215,8.737,0.5
19,80,6,1,23,3.7,0.785,8.737,0.5
20,80,4,1,23,5.6,-1.215,8.737,0.5
1,81,4,0,8,2.4,-1.215,-6.263,-0.5
2,81,6,0,8,4.6,0.785,-6.263,-0.5
3,81,6,0,8,3.9,0.785,-6.263,-0.5
4,81,6,1,8,4.8,0.785,-6.263,0.5
5,81,6,1,8,6,0.785,-6.263,0.5
6,81,5,1,8,3.7,-0.215,-6.263,0.5
7,81,5,0,8,4.1,-0.215,-6.263,-0.5
8,81,5,1,8,4.5,-0.215,-6.263,0.5
9,81,6,1,8,4.8,0.785,-6.263,0.5
10,81,4,0,8,3.3,-1.215,-6.263,-0.5
11,81,7,0,8,3.9,1.785,-6.263,-0.5
12,81,5,1,8,5.2,-0.215,-6.263,0.5
13,81,6,0,8,4.9,0.785,-6.263,-0.5
14,81,7,1,8,6,1.785,-6.263,0.5
15,81,5,0,8,2.7,-0.215,-6.263,-0.5
16,81,4,0,8,2.7,-1.215,-6.263,-0.5
17,81,6,0,8,4.4,0.785,-6.263,-0.5
18,81,5,1,8,4.6,-0.215,-6.263,0.5
19,81,6,1,8,5.3,0.785,-6.263,0.5
20,81,5,0,8,4.1,-0.215,-6.263,-0.5
21,81,7,0,8,4.5,1.785,-6.263,-0.5
1,82,4,0,8,1.4,-1.215,-6.263,-0.5
2,82,5,0,8,2.8,-0.215,-6.263,-0.5
3,82,6,0,8,2.5,0.785,-6.263,-0.5
4,82,9,0,8,4.2,3.785,-6.263,-0.5
5,82,5,0,8,3.1,-0.215,-6.263,-0.5
6,82,5,0,8,1.1,-0.215,-6.263,-0.5
7,82,7,0,8,4.2,1.785,-6.263,-0.5
8,82,6,0,8,2.4,0.785,-6.263,-0.5
9,82,5,0,8,0,-0.215,-6.263,-0.5
10,82,5,0,8,2.5,-0.215,-6.263,-0.5
11,82,5,0,8,1.7,-0.215,-6.263,-0.5
12,82,5,0,8,1.9,-0.215,-6.263,-0.5
13,82,4,0,8,0.9,-1.215,-6.263,-0.5
14,82,6,0,8,1.8,0.785,-6.263,-0.5
15,82,6,0,8,3.6,0.785,-6.263,-0.5
16,82,5,0,8,3.7,-0.215,-6.263,-0.5
17,82,6,0,8,4,0.785,-6.263,-0.5
18,82,6,0,8,4.3,0.785,-6.263,-0.5
19,82,6,0,8,1.3,0.785,-6.263,-0.5
20,82,5,0,8,3.2,-0.215,-6.263,-0.5
21,82,7,0,8,3.9,1.785,-6.263,-0.5
1,83,4,0,24,5.7,-1.215,9.737,-0.5
2,83,6,0,24,6.3,0.785,9.737,-0.5
3,83,5,1,24,6.1,-0.215,9.737,0.5
4,83,6,1,24,5.7,0.785,9.737,0.5
5,83,7,1,24,7,1.785,9.737,0.5
6,83,5,0,24,5.4,-0.215,9.737,-0.5
7,83,7,1,24,7.6,1.785,9.737,0.5
8,83,3,1,24,6.4,-2.215,9.737,0.5
9,83,5,1,24,5.9,-0.215,9.737,0.5
10,83,5,0,24,4.5,-0.215,9.737,-0.5
11,83,4,1,24,6,-1.215,9.737,0.5
12,83,6,1,24,7.1,0.785,9.737,0.5
13,83,5,1,24,6.2,-0.215,9.737,0.5
14,83,4,1,24,6.7,-1.215,9.737,0.5
15,83,4,0,24,5,-1.215,9.737,-0.5
16,83,6,1,24,7.6,0.785,9.737,0.5
17,83,7,0,24,5.3,1.785,9.737,-0.5
18,83,5,0,24,5.9,-0.215,9.737,-0.5
1,84,5,1,22,5.6,-0.215,7.737,0.5
2,84,4,0,22,4.9,-1.215,7.737,-0.5
3,84,5,1,22,7.1,-0.215,7.737,0.5
4,84,5,1,22,8.1,-0.215,7.737,0.5
5,84,6,0,22,6.2,0.785,7.737,-0.5
6,84,6,0,22,6.6,0.785,7.737,-0.5
7,84,3,1,22,6.4,-2.215,7.737,0.5
8,84,5,0,22,5,-0.215,7.737,-0.5
9,84,5,0,22,5.6,-0.215,7.737,-0.5
10,84,5,1,22,7.5,-0.215,7.737,0.5
11,84,6,1,22,6.5,0.785,7.737,0.5
12,84,5,0,22,5.6,-0.215,7.737,-0.5
13,84,4,0,22,5.3,-1.215,7.737,-0.5
14,84,5,0,22,7.3,-0.215,7.737,-0.5
15,84,5,1,22,6.6,-0.215,7.737,0.5
16,84,5,1,22,6.2,-0.215,7.737,0.5
17,84,4,0,22,5.8,-1.215,7.737,-0.5
18,84,5,1,22,7.6,-0.215,7.737,0.5
19,84,4,1,22,7.1,-1.215,7.737,0.5
20,84,4,1,22,6.6,-1.215,7.737,0.5
21,84,3,0,22,4.3,-2.215,7.737,-0.5
1,85,7,1,16,6.8,1.785,1.737,0.5
2,85,3,1,16,6,-2.215,1.737,0.5
3,85,6,1,16,5.1,0.785,1.737,0.5
4,85,5,1,16,7.8,-0.215,1.737,0.5
5,85,6,1,16,7.8,0.785,1.737,0.5
6,85,6,1,16,5.5,0.785,1.737,0.5
7,85,4,1,16,6.8,-1.215,1.737,0.5
8,85,5,1,16,5.2,-0.215,1.737,0.5
9,85,4,1,16,6.4,-1.215,1.737,0.5
10,85,5,1,16,7.7,-0.215,1.737,0.5
11,85,7,1,16,6.6,1.785,1.737,0.5
12,85,5,1,16,4.7,-0.215,1.737,0.5
13,85,5,1,16,6.5,-0.215,1.737,0.5
14,85,6,1,16,7.1,0.785,1.737,0.5
15,85,4,1,16,6.3,-1.215,1.737,0.5
16,85,5,1,16,7,-0.215,1.737,0.5
17,85,5,1,16,5.4,-0.215,1.737,0.5
18,85,5,1,16,6.1,-0.215,1.737,0.5
19,85,4,1,16,6.5,-1.215,1.737,0.5
20,85,4,1,16,6,-1.215,1.737,0.5
21,85,7,1,16,7.4,1.785,1.737,0.5
22,85,4,1,16,6.7,-1.215,1.737,0.5
1,86,4,0,4,2.4,-1.215,-10.263,-0.5
2,86,6,1,4,5.6,0.785,-10.263,0.5
3,86,7,0,4,4.7,1.785,-10.263,-0.5
4,86,7,0,4,4.3,1.785,-10.263,-0.5
5,86,6,1,4,4.1,0.785,-10.263,0.5
6,86,6,1,4,4.6,0.785,-10.263,0.5
7,86,7,1,4,4.6,1.785,-10.263,0.5
8,86,7,0,4,3.2,1.785,-10.263,-0.5
9,86,7,0,4,2.2,1.785,-10.263,-0.5
10,86,6,0,4,3,0.785,-10.263,-0.5
11,86,6,0,4,4.3,0.785,-10.263,-0.5
12,86,5,0,4,2.9,-0.215,-10.263,-0.5
13,86,7,1,4,5.6,1.785,-10.263,0.5
14,86,5,0,4,2.9,-0.215,-10.263,-0.5
15,86,6,1,4,4.3,0.785,-10.263,0.5
16,86,7,1,4,5.2,1.785,-10.263,0.5
17,86,8,1,4,6.2,2.785,-10.263,0.5
18,86,4,1,4,3.5,-1.215,-10.263,0.5
19,86,6,0,4,3.7,0.785,-10.263,-0.5
20,86,4,0,4,2.9,-1.215,-10.263,-0.5
21,86,4,0,4,2,-1.215,-10.263,-0.5
22,86,7,1,4,5,1.785,-10.263,0.5
1,87,7,0,2,2.9,1.785,-12.263,-0.5
2,87,7,1,2,6.1,1.785,-12.263,0.5
3,87,8,1,2,7,2.785,-12.263,0.5
4,87,10,1,2,7.3,4.785,-12.263,0.5
5,87,8,1,2,6.2,2.785,-12.263,0.5
6,87,8,0,2,6.1,2.785,-12.263,-0.5
7,87,6,1,2,5.4,0.785,-12.263,0.5
8,87,9,1,2,6.9,3.785,-12.263,0.5
9,87,8,0,2,4.1,2.785,-12.263,-0.5
10,87,8,1,2,6.1,2.785,-12.263,0.5
11,87,5,0,2,2,-0.215,-12.263,-0.5
12,87,6,0,2,3.5,0.785,-12.263,-0.5
13,87,9,1,2,7.1,3.785,-12.263,0.5
14,87,8,1,2,6.4,2.785,-12.263,0.5
15,87,8,1,2,5.9,2.785,-12.263,0.5
16,87,7,0,2,5.5,1.785,-12.263,-0.5
17,87,10,0,2,5.6,4.785,-12.263,-0.5
18,87,9,1,2,7.7,3.785,-12.263,0.5
19,87,8,0,2,4.6,2.785,-12.263,-0.5
20,87,9,0,2,4.4,3.785,-12.263,-0.5
21,87,8,1,2,6.4,2.785,-12.263,0.5
1,88,6,1,13,5.5,0.785,-1.263,0.5
2,88,4,0,13,3.8,-1.215,-1.263,-0.5
3,88,6,1,13,6,0.785,-1.263,0.5
4,88,5,1,13,5.9,-0.215,-1.263,0.5
5,88,5,1,13,5.7,-0.215,-1.263,0.5
6,88,4,1,13,3.3,-1.215,-1.263,0.5
7,88,5,1,13,5.1,-0.215,-1.263,0.5
8,88,4,0,13,2.7,-1.215,-1.263,-0.5
9,88,6,0,13,4.7,0.785,-1.263,-0.5
10,88,5,0,13,4.4,-0.215,-1.263,-0.5
11,88,6,1,13,6.4,0.785,-1.263,0.5
12,88,4,1,13,4.3,-1.215,-1.263,0.5
13,88,4,0,13,3.3,-1.215,-1.263,-0.5
14,88,7,0,13,3.1,1.785,-1.263,-0.5
15,88,4,0,13,2.5,-1.215,-1.263,-0.5
16,88,3,1,13,5.3,-2.215,-1.263,0.5
17,88,5,1,13,6.2,-0.215,-1.263,0.5
18,88,5,0,13,4.6,-0.215,-1.263,-0.5
19,88,5,0,13,5,-0.215,-1.263,-0.5
20,88,7,1,13,6.1,1.785,-1.263,0.5
21,88,4,0,13,4,-1.215,-1.263,-0.5
22,88,4,0,13,3.6,-1.215,-1.263,-0.5
23,88,4,0,13,3.3,-1.215,-1.263,-0.5
1,89,4,1,13,4.5,-1.215,-1.263,0.5
2,89,7,1,13,5.8,1.785,-1.263,0.5
3,89,5,1,13,5.7,-0.215,-1.263,0.5
4,89,5,0,13,5,-0.215,-1.263,-0.5
5,89,6,1,13,5.5,0.785,-1.263,0.5
6,89,5,1,13,6.9,-0.215,-1.263,0.5
7,89,5,1,13,5.7,-0.215,-1.263,0.5
8,89,5,1,13,6.2,-0.215,-1.263,0.5
9,89,4,0,13,4,-1.215,-1.263,-0.5
10,89,5,0,13,3.4,-0.215,-1.263,-0.5
11,89,7,1,13,6.8,1.785,-1.263,0.5
12,89,6,1,13,6,0.785,-1.263,0.5
13,89,6,0,13,5.4,0.785,-1.263,-0.5
14,89,4,0,13,2,-1.215,-1.263,-0.5
15,89,5,0,13,3.2,-0.215,-1.263,-0.5
16,89,5,0,13,4.9,-0.215,-1.263,-0.5
17,89,5,1,13,5.2,-0.215,-1.263,0.5
18,89,6,0,13,4.1,0.785,-1.263,-0.5
1,90,7,1,3,6.5,1.785,-11.263,0.5
2,90,6,0,3,4.2,0.785,-11.263,-0.5
3,90,7,0,3,5.4,1.785,-11.263,-0.5
4,90,7,0,3,4.9,1.785,-11.263,-0.5
5,90,5,1,3,4.1,-0.215,-11.263,0.5
6,90,7,0,3,5.1,1.785,-11.263,-0.5
7,90,9,1,3,7.1,3.785,-11.263,0.5
8,90,6,0,3,3.8,0.785,-11.263,-0.5
9,90,7,1,3,5,1.785,-11.263,0.5
10,90,7,1,3,6.3,1.785,-11.263,0.5
11,90,7,0,3,4.9,1.785,-11.263,-0.5
12,90,8,1,3,5.9,2.785,-11.263,0.5
13,90,8,1,3,6.2,2.785,-11.263,0.5
14,90,8,1,3,5.2,2.785,-11.263,0.5
15,90,7,1,3,6.2,1.785,-11.263,0.5
16,90,9,1,3,7.7,3.785,-11.263,0.5
17,90,8,1,3,6.5,2.785,-11.263,0.5
18,90,7,1,3,4.9,1.785,-11.263,0.5
19,90,8,0,3,5.1,2.785,-11.263,-0.5
20,90,6,1,3,5,0.785,-11.263,0.5
21,90,7,1,3,5.7,1.785,-11.263,0.5
22,90,6,0,3,5.3,0.785,-11.263,-0.5
23,90,8,0,3,5.6,2.785,-11.263,-0.5
1,91,7,0,16,4.6,1.785,1.737,-0.5
2,91,4,1,16,5,-1.215,1.737,0.5
3,91,3,1,16,5.7,-2.215,1.737,0.5
4,91,5,0,16,4,-0.215,1.737,-0.5
5,91,5,1,16,4.9,-0.215,1.737,0.5
6,91,4,0,16,4,-1.215,1.737,-0.5
7,91,7,1,16,7.7,1.785,1.737,0.5
8,91,4,0,16,3.8,-1.215,1.737,-0.5
9,91,5,0,16,6.1,-0.215,1.737,-0.5
10,91,5,0,16,4,-0.215,1.737,-0.5
11,91,6,1,16,5.9,0.785,1.737,0.5
12,91,5,1,16,5.1,-0.215,1.737,0.5
13,91,4,0,16,3.5,-1.215,1.737,-0.5
14,91,7,1,16,7.1,1.785,1.737,0.5
15,91,4,1,16,5.2,-1.215,1.737,0.5
16,91,5,0,16,4.8,-0.215,1.737,-0.5
17,91,7,0,16,4.2,1.785,1.737,-0.5
18,91,7,1,16,5.4,1.785,1.737,0.5
1,92,4,0,16,4.4,-1.215,1.737,-0.5
2,92,4,0,16,4.2,-1.215,1.737,-0.5
3,92,4,0,16,3,-1.215,1.737,-0.5
4,92,4,0,16,4,-1.215,1.737,-0.5
5,92,4,1,16,3.8,-1.215,1.737,0.5
6,92,6,1,16,4.8,0.785,1.737,0.5
7,92,4,0,16,4,-1.215,1.737,-0.5
8,92,5,0,16,5,-0.215,1.737,-0.5
9,92,4,0,16,2.1,-1.215,1.737,-0.5
10,92,3,0,16,3.4,-2.215,1.737,-0.5
11,92,5,1,16,5.2,-0.215,1.737,0.5
12,92,6,0,16,4.8,0.785,1.737,-0.5
13,92,3,0,16,3.8,-2.215,1.737,-0.5
14,92,4,1,16,5.9,-1.215,1.737,0.5
15,92,4,0,16,3.5,-1.215,1.737,-0.5
16,92,5,0,16,4,-0.215,1.737,-0.5
17,92,4,0,16,2.8,-1.215,1.737,-0.5
1,93,5,1,10,5.2,-0.215,-4.263,0.5
2,93,7,1,10,5.7,1.785,-4.263,0.5
3,93,4,1,10,5.1,-1.215,-4.263,0.5
4,93,5,0,10,4.5,-0.215,-4.263,-0.5
5,93,6,0,10,4.4,0.785,-4.263,-0.5
6,93,5,1,10,5.9,-0.215,-4.263,0.5
7,93,7,0,10,6.6,1.785,-4.263,-0.5
8,93,5,0,10,3,-0.215,-4.263,-0.5
9,93,5,0,10,4,-0.215,-4.263,-0.5
10,93,5,1,10,4.3,-0.215,-4.263,0.5
11,93,6,0,10,4.2,0.785,-4.263,-0.5
12,93,6,0,10,5.2,0.785,-4.263,-0.5
13,93,5,0,10,3.3,-0.215,-4.263,-0.5
14,93,7,1,10,5.6,1.785,-4.263,0.5
15,93,6,1,10,6.1,0.785,-4.263,0.5
16,93,3,0,10,2.8,-2.215,-4.263,-0.5
17,93,5,1,10,4.4,-0.215,-4.263,0.5
18,93,5,0,10,3.4,-0.215,-4.263,-0.5
19,93,4,0,10,3.6,-1.215,-4.263,-0.5
20,93,5,0,10,4.4,-0.215,-4.263,-0.5
1,94,5,0,21,4,-0.215,6.737,-0.5
2,94,5,0,21,5.6,-0.215,6.737,-0.5
3,94,4,1,21,6,-1.215,6.737,0.5
4,94,5,1,21,6.6,-0.215,6.737,0.5
5,94,6,0,21,6.3,0.785,6.737,-0.5
6,94,6,1,21,5.7,0.785,6.737,0.5
7,94,6,1,21,6.1,0.785,6.737,0.5
8,94,6,1,21,5.3,0.785,6.737,0.5
9,94,5,1,21,5.7,-0.215,6.737,0.5
10,94,5,0,21,4.9,-0.215,6.737,-0.5
11,94,2,0,21,4.1,-3.215,6.737,-0.5
12,94,5,0,21,4,-0.215,6.737,-0.5
13,94,7,1,21,6,1.785,6.737,0.5
14,94,3,0,21,3.9,-2.215,6.737,-0.5
15,94,4,0,21,4.7,-1.215,6.737,-0.5
16,94,4,1,21,7.2,-1.215,6.737,0.5
1,95,5,0,15,4.4,-0.215,0.737,-0.5
2,95,5,1,15,4.9,-0.215,0.737,0.5
3,95,3,0,15,4.1,-2.215,0.737,-0.5
4,95,7,0,15,5,1.785,0.737,-0.5
5,95,5,0,15,4.1,-0.215,0.737,-0.5
6,95,3,1,15,4.9,-2.215,0.737,0.5
7,95,5,0,15,3.1,-0.215,0.737,-0.5
8,95,4,0,15,4.1,-1.215,0.737,-0.5
9,95,5,1,15,5.1,-0.215,0.737,0.5
10,95,5,0,15,5.3,-0.215,0.737,-0.5
11,95,6,0,15,4.5,0.785,0.737,-0.5
12,95,6,1,15,5.7,0.785,0.737,0.5
13,95,6,1,15,7.5,0.785,0.737,0.5
14,95,4,1,15,5.3,-1.215,0.737,0.5
15,95,5,1,15,6.3,-0.215,0.737,0.5
16,95,5,1,15,5.8,-0.215,0.737,0.5
17,95,5,1,15,5.9,-0.215,0.737,0.5
18,95,6,0,15,4.9,0.785,0.737,-0.5
19,95,7,0,15,3.9,1.785,0.737,-0.5
20,95,5,1,15,5.4,-0.215,0.737,0.5
21,95,4,0,15,4.3,-1.215,0.737,-0.5
1,96,6,1,13,6.1,0.785,-1.263,0.5
2,96,5,1,13,6.7,-0.215,-1.263,0.5
3,96,6,0,13,3.9,0.785,-1.263,-0.5
4,96,6,0,13,5,0.785,-1.263,-0.5
5,96,5,0,13,6.4,-0.215,-1.263,-0.5
6,96,6,1,13,7,0.785,-1.263,0.5
7,96,6,0,13,4.5,0.785,-1.263,-0.5
8,96,6,0,13,4.6,0.785,-1.263,-0.5
9,96,4,0,13,4.4,-1.215,-1.263,-0.5
10,96,4,1,13,4.9,-1.215,-1.263,0.5
11,96,5,1,13,7.4,-0.215,-1.263,0.5
12,96,4,1,13,4.9,-1.215,-1.263,0.5
13,96,8,0,13,7.1,2.785,-1.263,-0.5
14,96,5,0,13,5.4,-0.215,-1.263,-0.5
15,96,5,1,13,5,-0.215,-1.263,0.5
16,96,6,1,13,6,0.785,-1.263,0.5
17,96,4,1,13,5,-1.215,-1.263,0.5
18,96,3,0,13,3.2,-2.215,-1.263,-0.5
19,96,5,0,13,4.7,-0.215,-1.263,-0.5
20,96,4,0,13,4,-1.215,-1.263,-0.5
21,96,5,1,13,7.2,-0.215,-1.263,0.5
1,97,5,0,9,4.2,-0.215,-5.263,-0.5
2,97,7,0,9,4.3,1.785,-5.263,-0.5
3,97,5,0,9,2.5,-0.215,-5.263,-0.5
4,97,3,0,9,2.1,-2.215,-5.263,-0.5
5,97,4,0,9,2.8,-1.215,-5.263,-0.5
6,97,5,0,9,3.4,-0.215,-5.263,-0.5
7,97,5,0,9,3.4,-0.215,-5.263,-0.5
8,97,4,0,9,2.9,-1.215,-5.263,-0.5
9,97,5,0,9,4.1,-0.215,-5.263,-0.5
10,97,5,0,9,3.6,-0.215,-5.263,-0.5
11,97,4,0,9,2.2,-1.215,-5.263,-0.5
12,97,4,0,9,2.6,-1.215,-5.263,-0.5
13,97,4,0,9,3,-1.215,-5.263,-0.5
14,97,4,0,9,3.6,-1.215,-5.263,-0.5
15,97,3,0,9,1.6,-2.215,-5.263,-0.5
16,97,6,0,9,4.9,0.785,-5.263,-0.5
17,97,4,0,9,2.6,-1.215,-5.263,-0.5
18,97,7,0,9,6.2,1.785,-5.263,-0.5
19,97,6,0,9,5.5,0.785,-5.263,-0.5
20,97,5,0,9,4.3,-0.215,-5.263,-0.5
21,97,5,0,9,3.3,-0.215,-5.263,-0.5
1,98,3,0,25,5.8,-2.215,10.737,-0.5
2,98,4,1,25,5.9,-1.215,10.737,0.5
3,98,4,0,25,4.9,-1.215,10.737,-0.5
4,98,6,1,25,5.3,0.785,10.737,0.5
5,98,5,1,25,6.7,-0.215,10.737,0.5
6,98,7,1,25,6.4,1.785,10.737,0.5
7,98,5,0,25,6.1,-0.215,10.737,-0.5
8,98,5,1,25,7.1,-0.215,10.737,0.5
9,98,5,0,25,4.6,-0.215,10.737,-0.5
10,98,3,0,25,5.7,-2.215,10.737,-0.5
11,98,5,1,25,7.2,-0.215,10.737,0.5
12,98,6,1,25,8.2,0.785,10.737,0.5
13,98,6,0,25,5.6,0.785,10.737,-0.5
14,98,5,1,25,7.3,-0.215,10.737,0.5
15,98,6,1,25,6.5,0.785,10.737,0.5
16,98,5,0,25,5.5,-0.215,10.737,-0.5
17,98,4,1,25,6.7,-1.215,10.737,0.5
18,98,4,1,25,6.1,-1.215,10.737,0.5
19,98,7,1,25,6.8,1.785,10.737,0.5
20,98,5,1,25,7.2,-0.215,10.737,0.5
21,98,6,1,25,6.5,0.785,10.737,0.5
1,99,5,0,21,3.4,-0.215,6.737,-0.5
2,99,5,0,21,5.1,-0.215,6.737,-0.5
3,99,3,0,21,3.5,-2.215,6.737,-0.5
4,99,5,0,21,3.8,-0.215,6.737,-0.5
5,99,5,1,21,4.5,-0.215,6.737,0.5
6,99,4,1,21,4.2,-1.215,6.737,0.5
7,99,6,0,21,5.3,0.785,6.737,-0.5
8,99,6,1,21,6.2,0.785,6.737,0.5
9,99,5,1,21,5.2,-0.215,6.737,0.5
10,99,5,1,21,8,-0.215,6.737,0.5
11,99,4,0,21,4.4,-1.215,6.737,-0.5
12,99,6,1,21,7.4,0.785,6.737,0.5
13,99,4,0,21,4.1,-1.215,6.737,-0.5
14,99,5,0,21,5,-0.215,6.737,-0.5
15,99,4,1,21,5.8,-1.215,6.737,0.5
16,99,5,0,21,4.4,-0.215,6.737,-0.5
17,99,3,0,21,2.9,-2.215,6.737,-0.5
18,99,4,0,21,3.5,-1.215,6.737,-0.5
19,99,5,1,21,5.4,-0.215,6.737,0.5
20,99,5,1,21,5.9,-0.215,6.737,0.5
21,99,5,0,21,4.6,-0.215,6.737,-0.5
22,99,5,0,21,4.8,-0.215,6.737,-0.5
23,99,5,0,21,4.2,-0.215,6.737,-0.5
1,100,5,0,7,3.9,-0.215,-7.263,-0.5
2,100,6,0,7,3.7,0.785,-7.263,-0.5
3,100,7,1,7,6.1,1.785,-7.263,0.5
4,100,3,0,7,1.7,-2.215,-7.263,-0.5
5,100,7,1,7,5.9,1.785,-7.263,0.5
6,100,7,1,7,6.1,1.785,-7.263,0.5
7,100,7,0,7,4.3,1.785,-7.263,-0.5
8,100,5,0,7,3.9,-0.215,-7.263,-0.5
9,100,5,0,7,1.1,-0.215,-7.263,-0.5
10,100,5,0,7,1.4,-0.215,-7.263,-0.5
11,100,5,0,7,1.9,-0.215,-7.263,-0.5
12,100,6,1,7,4.9,0.785,-7.263,0.5
13,100,7,1,7,6.5,1.785,-7.263,0.5
14,100,5,1,7,3.7,-0.215,-7.263,0.5
15,100,5,1,7,5.2,-0.215,-7.263,0.5
16,100,4,1,7,4.3,-1.215,-7.263,0.5
17,100,4,0,7,2.6,-1.215,-7.263,-0.5
18,100,8,1,7,6.7,2.785,-7.263,0.5
19,100,5,0,7,2.9,-0.215,-7.263,-0.5
20,100,9,0,7,5.3,3.785,-7.263,-0.5
